Id,Name,Birthdate,Handedness,School,Draft,Year,Team,Age,Pos.,G,oWAR,dWAR,PA,ePA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,BB,HP,IB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,R/ePA,wRC+,WAR
10003,백용환,1989년 03월 20일,우투우타,서울영중초-양천중-장충고,08 KIA 2차 5라운드 37순위,2021,한화,32,C,36,-0.16,-0.25,95,93,81,10,12,1,0,4,25,4,0,0,9,3,0,24,4,2,0,0.148,0.258,0.309,0.567,0.061,51.0,-0.41
10008,김선빈,1989년 12월 18일,우투우타,화순초-화순중-화순고,08 KIA 2차 6라운드 43순위,2021,KIA,32,2B,130,3.51,-0.47,564,561,501,55,154,32,0,5,201,67,0,0,56,1,2,39,19,1,5,0.307,0.375,0.401,0.776,0.141,115.0,3.04
10008,김선빈,1989년 12월 18일,우투우타,화순초-화순중-화순고,08 KIA 2차 6라운드 43순위,2022,KIA,33,2B,140,3.47,-0.25,587,579,505,51,145,23,0,3,177,61,13,2,65,6,0,47,14,7,3,0.287,0.373,0.35,0.723,0.127,109.9,3.22
10008,김선빈,1989년 12월 18일,우투우타,화순초-화순중-화순고,08 KIA 2차 6라운드 43순위,2023,KIA,34,2B,119,2.92,-0.21,473,465,419,41,134,16,0,0,150,48,3,1,38,5,0,26,10,8,3,0.32,0.381,0.358,0.739,0.132,114.9,2.71
10008,김선빈,1989년 12월 18일,우투우타,화순초-화순중-화순고,08 KIA 2차 6라운드 43순위,2024,KIA,35,2B,116,3.06,-0.6,466,458,423,48,139,23,0,9,189,57,5,1,30,5,0,39,13,7,0,0.329,0.38,0.447,0.827,0.156,117.4,2.46
10008,김선빈,1989년 12월 18일,우투우타,화순초-화순중-화순고,08 KIA 2차 6라운드 43순위,2025,KIA,36,2B,84,2.74,-0.63,308,306,271,31,87,18,1,3,116,46,4,0,31,3,0,35,9,2,1,0.321,0.395,0.428,0.823,0.162,136.6,2.11
10014,안치홍,1990년 07월 02일,우투우타,구리-대치중-서울고,09 KIA 2차 1라운드 1순위,2021,롯데,31,2B,119,3.62,-0.61,490,484,421,58,129,30,2,10,193,82,3,6,52,3,2,58,10,5,9,0.306,0.379,0.458,0.837,0.156,122.3,3.01
10014,안치홍,1990년 07월 02일,우투우타,구리-대치중-서울고,09 KIA 2차 1라운드 1순위,2022,롯데,32,2B,132,3.78,-0.6,562,550,493,71,140,27,3,14,215,58,7,2,51,5,4,52,13,8,5,0.284,0.354,0.436,0.79,0.141,117.9,3.18
10014,안치홍,1990년 07월 02일,우투우타,구리-대치중-서울고,09 KIA 2차 1라운드 1순위,2023,롯데,33,2B,121,2.84,-0.46,494,487,425,57,124,20,1,8,170,63,3,3,49,10,3,53,14,5,5,0.292,0.374,0.4,0.774,0.142,117.5,2.38
10014,안치홍,1990년 07월 02일,우투우타,구리-대치중-서울고,09 KIA 2차 1라운드 1순위,2024,한화,34,DH,128,1.69,-0.31,533,531,473,64,142,21,0,13,202,66,3,2,49,6,1,70,10,1,4,0.3,0.37,0.427,0.797,0.146,107.9,1.38
10014,안치홍,1990년 07월 02일,우투우타,구리-대치중-서울고,09 KIA 2차 1라운드 1순위,2025,한화,35,DH,66,-1.37,0.03,196,191,174,9,30,4,0,2,40,18,3,0,16,1,2,39,4,4,1,0.172,0.245,0.23,0.475,0.028,22.5,-1.34
10030,나지완,1985년 05월 19일,우투우타,수유초-신일중-신일고-단국대,08 KIA 2차 1라운드 5순위,2021,KIA,36,LF,31,-0.26,-0.47,102,102,81,3,13,1,0,0,14,7,0,0,14,6,0,29,3,0,1,0.16,0.324,0.173,0.497,0.064,53.0,-0.73
10035,이용규,1985년 08월 26일,좌투좌타,성동초-잠신중-덕수정보고,04 LG 2차 2라운드 15순위,2021,키움,36,CF,133,3.1,0.32,547,539,459,88,136,16,8,1,171,43,17,2,71,5,2,46,5,6,6,0.296,0.392,0.373,0.765,0.143,119.5,3.42
10035,이용규,1985년 08월 26일,좌투좌타,성동초-잠신중-덕수정보고,04 LG 2차 2라운드 15순위,2022,키움,37,LF,86,-0.49,-0.15,326,325,271,34,54,6,0,0,60,21,12,2,45,7,0,42,7,1,2,0.199,0.326,0.221,0.547,0.076,66.9,-0.64
10035,이용규,1985년 08월 26일,좌투좌타,성동초-잠신중-덕수정보고,04 LG 2차 2라운드 15순위,2023,키움,38,LF,50,-0.22,-0.21,178,176,154,19,36,0,3,0,42,11,2,1,19,1,0,22,3,2,2,0.234,0.318,0.273,0.591,0.08,70.2,-0.44
10035,이용규,1985년 08월 26일,좌투좌타,성동초-잠신중-덕수정보고,04 LG 2차 2라운드 15순위,2024,키움,39,CF,60,1.48,-0.01,227,224,183,27,56,5,2,1,68,12,2,2,31,9,0,33,4,3,1,0.306,0.429,0.372,0.801,0.172,136.7,1.47
10082,이재원,1988년 02월 24일,우투우타,숭의초-상인천중-인천고,06 SK 1차,2021,SSG,33,C,107,1.62,0.04,313,306,271,29,76,13,0,3,98,30,0,2,29,5,4,47,14,6,2,0.28,0.358,0.362,0.72,0.123,98.4,1.66
10082,이재원,1988년 02월 24일,우투우타,숭의초-상인천중-인천고,06 SK 1차,2022,SSG,34,C,105,0.29,-0.19,279,269,234,27,47,6,0,4,65,28,1,0,25,8,1,44,13,9,3,0.201,0.296,0.278,0.574,0.074,62.5,0.11
10082,이재원,1988년 02월 24일,우투우타,숭의초-상인천중-인천고,06 SK 1차,2024,한화,36,C,72,-0.22,-0.05,152,150,134,10,32,4,0,1,39,16,0,0,7,4,1,21,4,2,5,0.239,0.287,0.291,0.578,0.059,44.0,-0.28
10082,이재원,1988년 02월 24일,우투우타,숭의초-상인천중-인천고,06 SK 1차,2025,한화,37,C,98,-0.05,0.27,151,143,125,4,25,2,1,1,32,12,1,1,14,1,0,23,3,8,3,0.2,0.28,0.256,0.536,0.058,48.5,0.23
10106,최정,1987년 02월 28일,우투우타,대일초-평촌중-유신고,05 SK 1차,2021,SSG,34,3B,134,6.21,0.3,555,552,436,92,121,17,1,35,245,100,8,6,84,22,3,102,9,1,12,0.278,0.41,0.562,0.972,0.204,161.3,6.51
10106,최정,1987년 02월 28일,우투우타,대일초-평촌중-유신고,05 SK 1차,2022,SSG,35,3B,121,5.3,0.17,505,504,414,80,110,21,0,26,209,87,12,5,66,19,3,96,6,0,6,0.266,0.386,0.505,0.891,0.181,150.4,5.47
10106,최정,1987년 02월 28일,우투우타,대일초-평촌중-유신고,05 SK 1차,2023,SSG,36,3B,128,5.68,-0.26,552,547,471,94,140,31,0,29,258,87,7,3,59,15,6,87,12,1,6,0.297,0.388,0.548,0.936,0.189,157.6,5.42
10106,최정,1987년 02월 28일,우투우타,대일초-평촌중-유신고,05 SK 1차,2024,SSG,37,3B,129,4.79,-0.09,550,550,468,93,136,27,2,37,278,107,5,1,55,20,1,114,10,0,7,0.291,0.384,0.594,0.978,0.202,145.9,4.7
10106,최정,1987년 02월 28일,우투우타,대일초-평촌중-유신고,05 SK 1차,2025,SSG,38,DH,95,1.91,-0.5,406,402,340,54,83,12,0,23,164,63,1,0,51,12,6,94,10,0,3,0.244,0.36,0.482,0.842,0.157,126.5,1.41
10108,김강민,1982년 09월 13일,우투우타,본리초-대구중-경북고,01 SK 2차 2라운드 18순위,2021,SSG,39,CF,122,0.85,0.16,260,257,223,43,53,11,1,8,90,27,3,3,25,6,1,52,3,3,3,0.238,0.327,0.404,0.731,0.119,96.1,1.01
10108,김강민,1982년 09월 13일,우투우타,본리초-대구중-경북고,01 SK 2차 2라운드 18순위,2022,SSG,40,CF,84,1.53,0.19,202,198,178,24,54,11,0,5,80,18,1,3,18,3,2,39,1,2,1,0.303,0.375,0.449,0.824,0.155,129.1,1.72
10108,김강민,1982년 09월 13일,우투우타,본리초-대구중-경북고,01 SK 2차 2라운드 18순위,2023,SSG,41,CF,70,0.21,-0.09,166,163,137,20,31,3,0,2,40,7,2,1,23,1,1,38,2,2,3,0.226,0.335,0.292,0.627,0.095,78.3,0.12
10108,김강민,1982년 09월 13일,우투우타,본리초-대구중-경북고,01 SK 2차 2라운드 18순위,2024,한화,42,CF,41,-0.17,0.19,87,87,76,5,17,0,0,1,20,7,0,0,8,3,0,21,1,0,0,0.224,0.322,0.263,0.585,0.08,58.8,0.02
10119,이명기,1987년 12월 26일,좌투좌타,서화초-상인천중-인천고,06 SK 2차 8라운드 63순위,2021,NC,34,LF,56,1.47,-0.48,232,229,191,30,56,12,0,2,74,14,6,3,37,1,0,27,2,3,0,0.293,0.41,0.387,0.797,0.16,127.4,0.99
10119,이명기,1987년 12월 26일,좌투좌타,서화초-상인천중-인천고,06 SK 2차 8라운드 63순위,2022,NC,35,LF,94,0.26,-0.62,341,335,300,36,78,13,2,0,95,23,5,4,30,3,0,56,8,6,2,0.26,0.331,0.317,0.648,0.097,82.2,-0.35
10165,양의지,1987년 06월 05일,우투우타,송정동초-무등중-진흥고,06 두산 2차 8라운드 59순위,2021,NC,34,C,141,6.22,-0.03,570,566,480,81,156,29,2,30,279,111,2,1,69,11,5,60,12,0,10,0.325,0.414,0.581,0.995,0.211,168.5,6.19
10165,양의지,1987년 06월 05일,우투우타,송정동초-무등중-진흥고,06 두산 2차 8라운드 59순위,2022,NC,35,C,130,5.21,0.42,510,507,427,61,121,24,0,20,205,94,3,1,60,13,6,48,16,0,10,0.283,0.38,0.48,0.86,0.167,141.5,5.64
10165,양의지,1987년 06월 05일,우투우타,송정동초-무등중-진흥고,06 두산 2차 8라운드 59순위,2023,두산,36,C,129,5.74,0.44,510,502,439,56,134,23,0,17,208,68,8,0,57,11,8,56,20,0,3,0.305,0.396,0.474,0.87,0.172,151.8,6.18
10165,양의지,1987년 06월 05일,우투우타,송정동초-무등중-진흥고,06 두산 2차 8라운드 59순위,2024,두산,37,C,119,3.5,-0.19,485,482,430,57,135,18,1,17,206,94,2,1,40,9,5,56,13,0,6,0.314,0.379,0.479,0.858,0.164,125.3,3.31
10165,양의지,1987년 06월 05일,우투우타,송정동초-무등중-진흥고,06 두산 2차 8라운드 59순위,2025,두산,38,C,130,6.6,0.2,517,514,454,56,153,27,1,20,242,89,4,2,50,7,6,63,10,0,6,0.337,0.406,0.533,0.939,0.189,162.8,6.79
10168,이성열,1984년 07월 13일,우투좌타,순천북초-순천이수중-효천고,03 LG 2차 1라운드 3순위,2021,한화,37,RF,46,-0.32,0.08,140,140,119,15,25,8,0,2,39,20,1,0,18,1,0,36,2,0,2,0.21,0.314,0.328,0.642,0.091,76.5,-0.25
10170,최재훈,1989년 08월 27일,우투우타,화곡초-덕수중-덕수고-방송통신대,08 두산 육성선수,2021,한화,32,C,116,4.38,0.7,467,461,375,52,103,21,0,7,145,44,3,2,72,12,2,68,16,5,3,0.275,0.405,0.387,0.792,0.159,133.0,5.07
10170,최재훈,1989년 08월 27일,우투우타,화곡초-덕수중-덕수고-방송통신대,08 두산 육성선수,2022,한화,33,C,114,1.83,0.47,437,431,364,38,81,14,0,5,110,30,1,1,44,21,0,65,17,5,2,0.223,0.339,0.302,0.641,0.105,90.9,2.3
10170,최재훈,1989년 08월 27일,우투우타,화곡초-덕수중-덕수고-방송통신대,08 두산 육성선수,2023,한화,34,C,125,3.13,0.2,417,407,327,23,81,12,0,1,96,33,1,1,56,23,1,48,9,9,2,0.248,0.392,0.294,0.686,0.131,111.6,3.33
10170,최재훈,1989년 08월 27일,우투우타,화곡초-덕수중-덕수고-방송통신대,08 두산 육성선수,2024,한화,35,C,116,1.75,0.13,348,340,280,34,72,10,0,4,94,37,0,0,33,21,0,58,10,8,6,0.257,0.371,0.336,0.707,0.131,96.6,1.88
10170,최재훈,1989년 08월 27일,우투우타,화곡초-덕수중-덕수고-방송통신대,08 두산 육성선수,2025,한화,36,C,121,3.45,-0.22,348,338,269,28,77,15,0,1,95,35,1,1,46,17,0,48,4,10,6,0.286,0.414,0.353,0.767,0.156,129.7,3.23
10174,김재호,1985년 03월 21일,우투우타,남정초-중앙중-중앙고,04 두산 1차,2021,두산,36,SS,89,0.18,0.1,251,245,211,23,44,8,0,1,55,24,1,1,29,2,0,34,7,6,3,0.209,0.306,0.261,0.567,0.069,60.2,0.29
10174,김재호,1985년 03월 21일,우투우타,남정초-중앙중-중앙고,04 두산 1차,2022,두산,37,SS,102,0.16,0.2,264,257,223,26,48,7,0,1,58,21,0,2,28,2,0,33,5,7,4,0.215,0.304,0.26,0.564,0.069,63.4,0.36
10174,김재호,1985년 03월 21일,우투우타,남정초-중앙중-중앙고,04 두산 1차,2023,두산,38,SS,91,2.65,0.32,302,287,247,32,70,13,0,3,92,29,4,0,30,8,2,24,11,15,2,0.283,0.376,0.372,0.748,0.137,123.0,2.97
10174,김재호,1985년 03월 21일,우투우타,남정초-중앙중-중앙고,04 두산 1차,2024,두산,39,SS,57,1.01,-0.31,154,147,126,20,38,5,0,1,46,11,0,0,19,1,0,23,4,7,1,0.302,0.395,0.365,0.76,0.144,112.2,0.7
10178,오재원,1985년 02월 09일,우투좌타,서울학동초-경원중-야탑고-경희대,03 두산 2차 9라운드 72순위,2021,두산,36,2B,45,-0.53,0.11,79,79,72,6,12,3,0,0,15,5,2,0,6,0,0,18,3,0,1,0.167,0.228,0.208,0.436,0.009,8.0,-0.42
10180,이원석,1986년 10월 21일,우투우타,광주학강초-광주동성중-광주동성고,05 롯데 2차 2라운드 9순위,2021,삼성,35,3B,131,0.99,-0.14,480,478,399,40,92,19,0,9,138,59,1,0,60,11,2,80,11,2,8,0.231,0.341,0.346,0.687,0.112,88.0,0.85
10180,이원석,1986년 10월 21일,우투우타,광주학강초-광주동성중-광주동성고,05 롯데 2차 2라운드 9순위,2022,삼성,36,3B,88,1.22,-0.03,335,332,288,31,77,13,0,10,120,60,0,0,33,5,2,70,7,3,6,0.267,0.346,0.417,0.763,0.132,110.3,1.19
10180,이원석,1986년 10월 21일,우투우타,광주학강초-광주동성중-광주동성고,05 롯데 2차 2라운드 9순위,2023,삼성,37,1B,19,1.04,-0.04,72,72,58,6,21,4,0,1,28,10,0,1,14,0,0,8,1,0,0,0.362,0.486,0.483,0.969,0.223,188.4,1.0
10180,이원석,1986년 10월 21일,우투우타,광주학강초-광주동성중-광주동성고,05 롯데 2차 2라운드 9순위,2023,키움,37,1B,70,-1.26,-0.53,273,272,247,16,54,6,0,1,63,20,0,0,20,3,1,59,8,1,2,0.219,0.283,0.255,0.538,0.053,46.0,-1.79
10180,이원석,1986년 10월 21일,우투우타,광주학강초-광주동성중-광주동성고,05 롯데 2차 2라운드 9순위,2024,키움,38,DH,39,-0.3,-0.2,109,109,91,5,20,4,0,0,24,8,0,0,14,2,0,18,2,0,2,0.22,0.33,0.264,0.594,0.085,66.4,-0.5
10182,최주환,1988년 02월 28일,우투좌타,광주학강초-광주동성중-광주동성고,06 두산 2차 6라운드 46순위,2021,SSG,33,2B,116,2.29,0.15,470,468,406,50,104,16,0,18,174,67,2,1,53,9,4,84,7,0,2,0.256,0.353,0.429,0.782,0.141,112.4,2.44
10182,최주환,1988년 02월 28일,우투좌타,광주학강초-광주동성중-광주동성고,06 두산 2차 6라운드 46순위,2022,SSG,34,2B,97,0.26,-0.53,333,332,298,36,63,14,2,9,108,41,0,0,29,4,2,55,5,0,2,0.211,0.288,0.362,0.65,0.093,77.5,-0.28
10182,최주환,1988년 02월 28일,우투좌타,광주학강초-광주동성중-광주동성고,06 두산 2차 6라운드 46순위,2023,SSG,35,2B,134,1.56,-0.56,478,474,426,48,100,24,0,20,184,63,0,0,44,4,4,94,6,1,3,0.235,0.31,0.432,0.742,0.12,99.3,1.0
10182,최주환,1988년 02월 28일,우투좌타,광주학강초-광주동성중-광주동성고,06 두산 2차 6라운드 46순위,2024,키움,36,1B,130,-0.32,0.3,544,544,482,49,124,23,1,13,188,84,0,1,47,6,2,92,12,0,9,0.257,0.325,0.39,0.715,0.111,86.1,-0.03
10182,최주환,1988년 02월 28일,우투좌타,광주학강초-광주동성중-광주동성고,06 두산 2차 6라운드 46순위,2025,키움,37,1B,120,1.03,-0.47,506,504,459,45,126,31,1,12,195,74,0,0,36,5,2,66,8,0,6,0.275,0.33,0.425,0.755,0.124,111.4,0.56
10184,허경민,1990년 08월 26일,우투우타,송정동초-충장중-광주제일고,09 두산 2차 1라운드 7순위,2021,두산,31,3B,136,1.1,-1.0,518,515,468,61,130,24,1,5,171,59,5,7,36,8,1,35,21,3,3,0.278,0.338,0.365,0.703,0.111,96.1,0.09
10184,허경민,1990년 08월 26일,우투우타,송정동초-충장중-광주제일고,09 두산 2차 1라운드 7순위,2022,두산,32,3B,121,3.13,-0.58,493,489,432,59,125,23,0,8,172,60,10,3,36,16,3,40,12,2,7,0.289,0.36,0.398,0.758,0.135,122.1,2.56
10184,허경민,1990년 08월 26일,우투우타,송정동초-충장중-광주제일고,09 두산 2차 1라운드 7순위,2023,두산,33,3B,130,1.64,0.5,475,472,429,44,115,23,1,7,161,48,9,3,35,6,3,26,6,0,5,0.268,0.328,0.375,0.703,0.111,98.5,2.14
10184,허경민,1990년 08월 26일,우투우타,송정동초-충장중-광주제일고,09 두산 2차 1라운드 7순위,2024,두산,34,3B,115,3.09,0.21,477,477,417,69,129,28,0,7,178,61,5,1,36,18,0,25,8,0,6,0.309,0.384,0.427,0.811,0.16,122.0,3.3
10184,허경민,1990년 08월 26일,우투우타,송정동초-충장중-광주제일고,09 두산 2차 1라운드 7순위,2025,KT,35,3B,114,1.69,-0.01,481,478,420,47,119,18,0,4,149,44,4,1,39,15,1,35,14,3,4,0.283,0.362,0.355,0.717,0.123,99.4,1.68
10187,김현수,1988년 01월 12일,우투좌타,쌍문초-신일중-신일고,06 두산 육성선수,2021,LG,33,LF,140,3.63,-0.19,595,592,506,70,144,23,1,17,220,96,3,0,77,3,5,42,7,0,9,0.285,0.376,0.435,0.811,0.153,132.2,3.45
10187,김현수,1988년 01월 12일,우투좌타,쌍문초-신일중-신일고,06 두산 육성선수,2022,LG,34,LF,141,4.67,-0.35,604,598,524,78,150,25,2,23,248,106,2,1,71,5,7,62,5,0,3,0.286,0.375,0.473,0.848,0.162,146.5,4.31
10187,김현수,1988년 01월 12일,우투좌타,쌍문초-신일중-신일고,06 두산 육성선수,2023,LG,35,DH,133,1.76,-0.07,556,555,488,53,143,22,2,6,187,88,2,1,58,1,4,53,10,1,8,0.293,0.364,0.383,0.747,0.13,114.4,1.69
10187,김현수,1988년 01월 12일,우투좌타,쌍문초-신일중-신일고,06 두산 육성선수,2024,LG,36,LF,137,1.52,-0.43,583,582,517,61,152,36,2,8,216,69,6,1,47,9,1,76,10,1,9,0.294,0.357,0.418,0.775,0.136,104.7,1.09
10187,김현수,1988년 01월 12일,우투좌타,쌍문초-신일중-신일고,06 두산 육성선수,2025,LG,37,LF,140,3.61,-0.24,552,552,483,66,144,24,0,12,204,90,4,0,64,4,1,73,10,0,1,0.298,0.384,0.422,0.806,0.156,133.1,3.36
10189,박건우,1990년 09월 08일,우투우타,역삼초-서울이수중-서울고,09 두산 2차 2라운드 10순위,2021,두산,31,RF,126,4.5,-0.18,525,523,458,82,149,31,2,6,202,63,13,0,50,11,2,72,16,0,6,0.325,0.4,0.441,0.841,0.165,143.3,4.32
10189,박건우,1990년 09월 08일,우투우타,역삼초-서울이수중-서울고,09 두산 2차 2라운드 10순위,2022,NC,32,CF,111,4.22,-0.24,463,463,408,52,137,18,1,10,187,61,3,3,44,8,1,62,10,0,3,0.336,0.408,0.458,0.866,0.173,147.3,3.97
10189,박건우,1990년 09월 08일,우투우타,역삼초-서울이수중-서울고,09 두산 2차 2라운드 10순위,2023,NC,33,RF,130,4.29,-0.24,533,532,458,70,146,34,2,12,220,85,7,5,56,9,0,71,14,1,9,0.319,0.397,0.48,0.877,0.176,149.2,4.05
10189,박건우,1990년 09월 08일,우투우타,역삼초-서울이수중-서울고,09 두산 2차 2라운드 10순위,2024,NC,34,RF,89,3.05,-0.32,362,360,323,58,111,23,1,13,175,53,4,0,33,4,3,54,7,0,2,0.344,0.409,0.542,0.951,0.198,150.1,2.73
10189,박건우,1990년 09월 08일,우투우타,역삼초-서울이수중-서울고,09 두산 2차 2라운드 10순위,2025,NC,35,RF,124,2.19,-0.33,442,440,384,43,111,24,1,9,164,67,6,4,47,5,2,63,6,1,5,0.289,0.37,0.427,0.797,0.147,119.4,1.85
10195,정수빈,1990년 10월 07일,좌투좌타,신곡초-수원북중-유신고,09 두산 2차 5라운드 39순위,2021,두산,31,CF,104,1.14,0.08,351,347,313,50,81,19,4,3,117,37,12,7,29,3,1,50,7,4,2,0.259,0.326,0.374,0.7,0.108,93.7,1.22
10195,정수빈,1990년 10월 07일,좌투좌타,신곡초-수원북중-유신고,09 두산 2차 5라운드 39순위,2022,두산,32,CF,127,1.02,0.26,455,448,405,58,105,12,4,3,134,41,15,8,39,1,1,56,2,6,4,0.259,0.323,0.331,0.654,0.096,86.3,1.28
10195,정수빈,1990년 10월 07일,좌투좌타,신곡초-수원북중-유신고,09 두산 2차 5라운드 39순위,2023,두산,33,CF,137,3.93,0.47,583,571,498,75,143,14,11,2,185,33,39,8,64,7,1,63,2,12,2,0.287,0.375,0.371,0.746,0.137,121.2,4.4
10195,정수빈,1990년 10월 07일,좌투좌타,신곡초-수원북중-유신고,09 두산 2차 5라운드 39순위,2024,두산,34,CF,136,2.62,0.45,608,598,510,95,145,21,3,4,184,47,52,13,71,9,1,72,8,10,8,0.284,0.376,0.361,0.737,0.131,100.2,3.07
10195,정수빈,1990년 10월 07일,좌투좌타,신곡초-수원북중-유신고,09 두산 2차 5라운드 39순위,2025,두산,35,CF,132,2.32,0.51,546,537,462,89,119,16,4,6,161,38,26,13,61,11,2,57,7,8,4,0.258,0.355,0.348,0.703,0.122,104.8,2.83
10232,강민호,1985년 08월 18일,우투우타,제주신광초-포철중-포철공고-국제디지털대,04 롯데 2차 3라운드 17순위,2021,삼성,36,C,123,4.04,0.03,462,460,406,55,118,22,0,18,194,67,0,0,45,4,4,53,18,0,7,0.291,0.361,0.478,0.839,0.156,122.4,4.06
10232,강민호,1985년 08월 18일,우투우타,제주신광초-포철중-포철공고-국제디지털대,04 롯데 2차 3라운드 17순위,2022,삼성,37,C,130,1.92,-0.04,444,441,396,38,102,19,1,13,162,66,0,0,41,3,4,58,21,1,3,0.258,0.33,0.409,0.739,0.122,102.0,1.87
10232,강민호,1985년 08월 18일,우투우타,제주신광초-포철중-포철공고-국제디지털대,04 롯데 2차 3라운드 17순위,2023,삼성,38,C,125,3.7,-0.3,495,492,434,60,126,19,0,16,193,77,6,1,49,6,4,65,17,1,5,0.29,0.366,0.445,0.811,0.149,123.5,3.4
10232,강민호,1985년 08월 18일,우투우타,제주신광초-포철중-포철공고-국제디지털대,04 롯데 2차 3라운드 17순위,2024,삼성,39,C,136,3.13,0.3,452,450,403,48,122,19,1,19,200,77,3,0,35,8,2,52,17,0,6,0.303,0.365,0.496,0.861,0.161,115.6,3.43
10232,강민호,1985년 08월 18일,우투우타,제주신광초-포철중-포철공고-국제디지털대,04 롯데 2차 3라운드 17순위,2025,삼성,40,C,127,2.33,0.26,465,461,412,37,111,23,1,12,172,71,2,2,38,7,4,69,16,1,7,0.269,0.336,0.417,0.753,0.124,96.4,2.59
10235,장성우,1990년 01월 17일,우투우타,감천초-경남중-경남고-영남사이버대,08 롯데 1차,2021,KT,31,C,127,1.9,-0.24,460,450,385,46,89,13,0,14,144,63,1,2,60,3,3,69,16,9,3,0.231,0.337,0.374,0.711,0.117,93.8,1.66
10235,장성우,1990년 01월 17일,우투우타,감천초-경남중-경남고-영남사이버대,08 롯데 1차,2022,KT,32,C,117,3.47,0.04,420,419,362,48,94,11,0,18,159,55,1,0,52,2,2,79,12,1,3,0.26,0.353,0.439,0.792,0.143,118.0,3.51
10235,장성우,1990년 01월 17일,우투우타,감천초-경남중-경남고-영남사이버대,08 롯데 1차,2023,KT,33,C,131,3.26,0.14,464,460,410,37,118,22,0,11,173,65,1,1,42,2,1,70,12,3,7,0.288,0.351,0.422,0.773,0.136,110.5,3.4
10235,장성우,1990년 01월 17일,우투우타,감천초-경남중-경남고-영남사이버대,08 롯데 1차,2024,KT,34,C,131,3.23,0.1,489,486,418,53,112,19,0,19,188,81,5,0,60,1,1,86,8,2,8,0.268,0.355,0.45,0.805,0.144,104.2,3.34
10235,장성우,1990년 01월 17일,우투우타,감천초-경남중-경남고-영남사이버대,08 롯데 1차,2025,KT,35,C,129,2.24,0.03,480,477,413,44,102,13,0,14,157,58,0,1,55,2,1,96,13,2,8,0.247,0.333,0.38,0.713,0.118,96.1,2.27
10238,김민성,1988년 12월 17일,우투우타,고명초-잠신중-덕수정보고-영남사이버대,07 롯데 2차 2라운드 13순위,2021,LG,33,3B,121,0.83,0.63,426,415,360,35,80,22,0,8,126,39,3,3,42,8,2,73,7,11,5,0.222,0.313,0.35,0.663,0.097,83.9,1.46
10238,김민성,1988년 12월 17일,우투우타,고명초-잠신중-덕수정보고-영남사이버대,07 롯데 2차 2라운드 13순위,2022,LG,34,3B,92,-0.2,-0.27,157,154,140,16,29,4,0,3,42,20,0,1,10,3,0,27,4,3,1,0.207,0.273,0.3,0.573,0.066,59.4,-0.47
10238,김민성,1988년 12월 17일,우투우타,고명초-잠신중-덕수정보고-영남사이버대,07 롯데 2차 2라운드 13순위,2023,LG,35,2B,112,1.19,0.48,316,307,273,34,68,11,0,8,103,41,2,1,25,7,0,58,7,9,2,0.249,0.326,0.377,0.703,0.114,100.7,1.68
10238,김민성,1988년 12월 17일,우투우타,고명초-잠신중-덕수정보고-영남사이버대,07 롯데 2차 2라운드 13순위,2024,롯데,36,3B,35,0.06,0.03,84,84,70,6,14,5,0,2,25,8,0,1,10,3,0,18,1,0,1,0.2,0.321,0.357,0.678,0.109,79.9,0.1
10238,김민성,1988년 12월 17일,우투우타,고명초-잠신중-덕수정보고-영남사이버대,07 롯데 2차 2라운드 13순위,2025,롯데,37,3B,96,0.75,-0.59,254,252,214,25,52,13,0,3,74,35,0,1,33,4,1,48,7,2,1,0.243,0.353,0.346,0.699,0.122,96.0,0.15
10249,오태곤,1991년 11월 18일,우투우타,쌍문초-신월중-청원고,10 롯데 3라운드 22순위,2021,SSG,30,LF,122,0.37,0.09,253,252,235,47,63,10,0,9,100,35,9,4,14,2,0,52,4,1,1,0.268,0.313,0.426,0.739,0.116,92.7,0.47
10249,오태곤,1991년 11월 18일,우투우타,쌍문초-신월중-청원고,10 롯데 3라운드 22순위,2022,SSG,31,LF,130,-0.1,0.58,295,290,263,48,61,14,1,4,89,23,11,4,15,9,1,68,3,5,3,0.232,0.293,0.338,0.631,0.087,72.5,0.48
10249,오태곤,1991년 11월 18일,우투우타,쌍문초-신월중-청원고,10 롯데 3라운드 22순위,2023,SSG,32,1B,123,0.42,-0.07,305,297,272,37,65,14,1,7,102,28,20,1,18,4,0,67,6,8,3,0.239,0.293,0.375,0.668,0.095,79.4,0.34
10249,오태곤,1991년 11월 18일,우투우타,쌍문초-신월중-청원고,10 롯데 3라운드 22순위,2024,SSG,33,1B,117,1.23,0.09,288,281,247,43,68,16,0,9,111,36,27,4,31,1,2,73,4,6,3,0.275,0.355,0.449,0.804,0.143,102.4,1.33
10249,오태곤,1991년 11월 18일,우투우타,쌍문초-신월중-청원고,10 롯데 3라운드 22순위,2025,SSG,34,1B,122,-0.26,-0.1,229,226,194,31,39,6,0,5,60,26,25,8,30,1,0,59,4,3,1,0.201,0.31,0.309,0.619,0.093,74.8,-0.36
10251,이대호,1982년 06월 21일,우투우타,수영초-대동중-경남고,01 롯데 2차 1라운드 4순위,2021,롯데,39,DH,114,0.96,-0.25,465,463,420,39,120,11,0,19,188,81,0,0,34,5,3,50,12,0,6,0.286,0.342,0.448,0.79,0.138,106.9,0.72
